,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,first_review,last_review,instant_bookable,Unnamed: 0,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1312,26/01/2017,within an hour,100%,94%,"['email', 'phone']",Sendling-Westpark,Entire rental unit,Entire home/apt,1 bath,"[""Coffee maker"", ""Elevator"", ""Dedicated workspace"", ""Hangers"", ""TV"", ""Paid dryer \u2013 In building"", ""Iron"", ""Private entrance"", ""Patio or balcony"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Pets allowed"", ""Essentials"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Central heating"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Wifi""]",$243.00,t,16/06/2021,23/09/2024,f,2631,113346806,1.0,1.0,48.11769,11.53507,2.0,1.0,0.0,2.0,1.0,730,1.0,730.0,18,48,78,353,30.0,8.0,1.0,4.73,4.9,4.83,4.67,4.83,4.83,4.7,1.0,1.0,0.0,0.0,0.75
1313,17/03/2021,within an hour,91%,97%,"['email', 'phone', 'work_email']",Ludwigsvorstadt-Isarvorstadt,Room in hotel,Private room,1 private bath,"[""Luggage dropoff allowed"", ""Heating"", ""Self check-in"", ""Elevator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Iron"", ""Building staff"", ""Hot water"", ""Hair dryer"", ""Pets allowed"", ""First aid kit"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Smoke alarm"", ""Wifi"", ""Exterior security cameras on property""]",$365.00,t,14/07/2021,06/08/2024,t,2632,392978513,9.0,10.0,48.13682,11.5611,2.0,1.0,1.0,2.0,1.0,14,1.5,14.0,11,29,47,275,49.0,2.0,0.0,4.67,4.76,4.76,4.92,4.88,4.53,4.59,9.0,0.0,0.6,0.0,1.26
1314,17/03/2021,within an hour,91%,97%,"['email', 'phone', 'work_email']",Ludwigsvorstadt-Isarvorstadt,Room in hotel,Private room,1 private bath,"[""Luggage dropoff allowed"", ""Heating"", ""Self check-in"", ""Elevator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Iron"", ""Building staff"", ""Hot water"", ""Hair dryer"", ""Pets allowed"", ""First aid kit"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Smoke alarm"", ""Wifi"", ""Exterior security cameras on property""]",$305.00,t,06/07/2021,22/07/2024,t,2633,392978513,9.0,10.0,48.13524,11.56118,1.0,1.0,1.0,1.0,1.0,14,1.5,14.0,6,15,32,191,15.0,3.0,0.0,4.73,4.87,5.0,4.93,4.87,4.73,4.67,9.0,0.0,0.6,0.0,0.38
1315,06/11/2014,within a day,100%,39%,"['email', 'phone']",Untergiesing-Harlaching,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""TV"", ""Hot water"", ""Heating"", ""Hair dryer"", ""Iron"", ""Essentials"", ""Kitchen"", ""Wifi""]",$223.00,t,02/10/2022,17/06/2024,f,2640,23431433,1.0,1.0,48.11909787,11.5708208,2.0,1.0,1.0,1.0,2.0,365,2.0,365.0,6,6,6,86,6.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.25
1316,20/10/2015,within a day,60%,22%,"['email', 'phone']",Milbertshofen-Am Hart,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Free parking on premises"", ""Wifi"", ""Washer""]",$126.00,t,18/08/2024,18/08/2024,f,2641,47043080,1.0,6.0,48.18430185,11.55097676,3.0,1.0,1.0,2.0,1.0,365,1.0,365.0,6,6,6,273,1.0,1.0,0.0,4.8,4.0,4.8,4.0,4.0,5.0,4.6,1.0,1.0,0.0,0.0,0.77
1317,08/03/2015,within a few hours,100%,33%,"['email', 'phone']",Pasing-Obermenzing,Private room in condo,Private room,2 baths,"[""Smoke alarm"", ""Bathtub"", ""Piano"", ""TV"", ""Dedicated workspace"", ""BBQ grill"", ""Hot water"", ""Washer"", ""Heating"", ""Exercise equipment"", ""Free parking on premises"", ""Hair dryer"", ""Pets allowed"", ""Indoor fireplace"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Body soap""]",$129.00,t,01/09/2024,01/09/2024,f,2649,28949134,1.0,3.0,48.15049,11.46995,2.0,2.0,3.0,5.0,3.0,365,3.0,365.0,11,11,12,80,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0
1318,29/05/2021,within an hour,100%,100%,"['email', 'phone']",Ludwigsvorstadt-Isarvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Hot water kettle"", ""Coffee maker"", ""Single level home"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Laundromat nearby"", ""Microwave"", ""Iron"", ""Freezer"", ""Room-darkening shades"", ""Private entrance"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Electric stove"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""First aid kit"", ""Pets allowed"", ""Coffee"", ""Conditioner"", ""Essentials"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Central heating"", ""Paid parking on premises"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$350.00,t,20/06/2021,09/09/2024,t,2650,404141922,1.0,1.0,48.12649,11.56234,4.0,1.0,1.0,2.0,1.0,365,1.0,365.0,3,17,35,195,257.0,72.0,2.0,4.47,4.53,4.6,4.43,4.45,4.71,4.49,1.0,1.0,0.0,0.0,6.46
1319,20/07/2015,a few days or more,20%,0%,"['email', 'phone']",Milbertshofen-Am Hart,Private room in rental unit,Private room,1 shared bath,"[""Outdoor furniture"", ""Indoor fireplace: electric"", ""Heating"", ""Coffee maker"", ""Rituals  body soap"", ""Dishes and silverware"", ""Host greets you"", ""Elevator"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""Microwave"", ""Garden view"", ""Free street parking"", ""Lock on bedroom door"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Pets allowed"", ""Shower gel"", ""Essentials"", ""Ping pong table"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Kitchen"", ""Wifi""]",$80.00,t,29/06/2021,11/08/2024,f,2652,39076211,3.0,5.0,48.18391,11.5618,3.0,1.0,1.0,2.0,1.0,2,1.0,2.0,0,0,0,266,112.0,24.0,0.0,4.7,4.67,4.76,4.86,4.79,4.62,4.54,1.0,0.0,1.0,0.0,2.84
1320,17/12/2015,within an hour,100%,100%,"['email', 'phone', 'work_email']",Ludwigsvorstadt-Isarvorstadt,Room in aparthotel,Entire home/apt,1 bath,"[""Outlet covers"", ""Hot water kettle"", ""Single level home"", ""43 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, standard cable"", ""Lockbox"", ""Self check-in"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Dishes and silverware"", ""Crib"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""Ethernet connection"", ""Laundromat nearby"", ""Microwave"", ""Iron"", ""Table corner guards"", ""Coffee maker: Nespresso"", ""Room-darkening shades"", ""Babysitter recommendations"", ""Baby bath"", ""Clothing storage: wardrobe"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Hot water"", ""Bosch induction stove"", ""Hair dryer"", ""High chair"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Coffee"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Books and reading material"", ""Safe"", ""Central heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Siemens refrigerator"", ""Paid parking garage off premises"", ""Kitchen"", ""Wifi"", ""Exterior security cameras on property"", ""Body soap"", ""Toaster"", ""JBL oder ERC Bluetooth sound system""]",$446.00,t,21/06/2021,31/01/2024,f,2653,51557252,23.0,24.0,48.126591,11.553116,3.0,1.0,0.0,0.0,1.0,180,1.1,1125.0,2,6,15,255,8.0,2.0,0.0,4.88,5.0,5.0,4.75,4.88,4.75,4.63,23.0,23.0,0.0,0.0,0.2
1321,01/10/2014,within a few hours,100%,77%,"['email', 'phone']",Au-Haidhausen,Entire condo,Entire home/apt,1 bath,"[""Mosquito net"", ""Coffee maker: french press"", ""Hot water kettle"", ""Dishes and silverware"", ""Blender"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Cleaning products"", ""Hangers"", ""Ethernet connection"", ""Laundromat nearby"", ""Iron"", ""Freezer"", ""Room-darkening shades"", ""Cooking basics"", ""Hot water"", ""Electric stove"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""Coffee"", ""Essentials"", ""Paid street parking off premises"", ""Shampoo"", ""Smoke alarm"", ""Siemens refrigerator"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap""]",$350.00,t,13/07/2021,25/08/2024,f,2654,21990727,2.0,2.0,48.12778,11.59383,2.0,1.0,0.0,1.0,2.0,3,2.0,3.0,10,10,30,30,39.0,8.0,0.0,5.0,4.97,4.92,4.92,4.95,4.95,4.79,1.0,1.0,0.0,0.0,1.0
1322,10/09/2019,within an hour,100%,97%,"['email', 'phone', 'work_email']",Maxvorstadt,Entire condo,Entire home/apt,1 bath,"[""Mosquito net"", ""Heating"", ""Coffee maker"", ""Host greets you"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Hangers"", ""Portable air conditioning"", ""Iron"", ""Freezer"", ""Room-darkening shades"", ""HDTV with premium cable"", ""Cooking basics"", ""Hot water"", ""Alexa sound system"", ""Oven"", ""Hair dryer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Essentials"", ""Dishwasher"", ""Refrigerator"", ""Safe"", ""Smoke alarm"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$274.00,t,23/07/2021,15/09/2024,t,2655,293680128,1.0,1.0,48.15172,11.56782,2.0,1.0,1.0,1.0,3.0,1125,3.0,1125.0,16,46,76,251,46.0,18.0,1.0,4.89,4.89,4.78,5.0,4.98,4.96,4.63,1.0,1.0,0.0,0.0,1.19
1323,19/06/2019,within an hour,87%,100%,"['email', 'phone', 'work_email']",Au-Haidhausen,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""TV"", ""Heating"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Exterior security cameras on property"", ""Shampoo""]",$100.00,t,16/06/2021,07/09/2024,t,2656,269749438,3.0,3.0,48.13662,11.60134,4.0,1.0,1.0,2.0,1.0,1125,1.0,464.4,7,26,40,241,57.0,26.0,3.0,4.21,4.49,4.32,4.0,3.91,4.63,4.39,3.0,0.0,1.0,0.0,1.43
1324,15/08/2015,within an hour,100%,100%,"['email', 'phone']",Untergiesing-Harlaching,Private room in townhouse,Private room,1 private bath,"[""BBQ grill"", ""Outdoor furniture"", ""Luggage dropoff allowed"", ""Heating"", ""Hot water kettle"", ""Free parking on premises"", ""Coffee maker"", ""Dryer"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Portable fans"", ""Bed linens"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""TV"", ""Sun loungers"", ""Microwave"", ""Iron"", ""Free street parking"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Free washer \u2013 In building"", ""Private entrance"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""Extra pillows and blankets"", ""Conditioner"", ""Essentials"", ""Dishwasher"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Board games"", ""Dining table"", ""Private backyard \u2013 Fully fenced"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Body soap""]",$85.00,t,07/07/2021,01/09/2024,f,2659,41512562,1.0,1.0,48.08626,11.56068,2.0,1.0,1.0,1.0,4.0,8,4.0,8.0,9,9,20,46,53.0,19.0,1.0,4.85,4.81,4.91,4.94,4.94,4.68,4.87,1.0,0.0,1.0,0.0,1.35
1325,08/06/2021,within a day,50%,39%,['phone'],Ludwigsvorstadt-Isarvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Dishes and silverware"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Ethernet connection"", ""TV"", ""Washer"", ""Paid dryer \u2013 In building"", ""Iron"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Extra pillows and blankets"", ""Essentials"", ""Drying rack for clothing"", ""Smoke alarm"", ""Central heating"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi"", ""Body soap""]",$400.00,t,30/08/2021,10/06/2024,f,2660,406056789,1.0,1.0,48.13046,11.56516,3.0,1.0,1.0,2.0,2.0,365,2.0,365.0,5,5,5,179,4.0,2.0,0.0,4.75,4.75,4.25,4.5,4.25,5.0,4.75,1.0,1.0,0.0,0.0,0.11
1326,17/12/2015,within an hour,100%,100%,"['email', 'phone', 'work_email']",Ludwigsvorstadt-Isarvorstadt,Entire serviced apartment,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Single level home"", ""Lockbox"", ""Self check-in"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Dishes and silverware"", ""Crib"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""JBL oder ECM Bluetooth sound system"", ""Fire extinguisher"", ""Hangers"", ""Ethernet connection"", ""Laundromat nearby"", ""Microwave"", ""Iron"", ""Coffee maker: Nespresso"", ""Room-darkening shades"", ""Babysitter recommendations"", ""Baby bath"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Hot water"", ""43 inch HDTV with Amazon Prime Video, Apple TV, Netflix"", ""Bosch induction stove"", ""Hair dryer"", ""High chair"", ""Shower gel"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Coffee"", ""Essentials"", ""Clothing storage: closet"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Shampoo"", ""Books and reading material"", ""Safe"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Siemens refrigerator"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Exterior security cameras on property"", ""Body soap"", ""Toaster""]",$916.00,t,20/06/2021,22/03/2024,f,2663,51557252,23.0,24.0,48.12767,11.55436,3.0,1.0,1.0,2.0,1.0,180,1.0,1125.0,7,16,25,253,47.0,2.0,0.0,4.55,4.74,4.83,4.85,4.89,4.7,4.51,23.0,23.0,0.0,0.0,1.18
1327,05/07/2017,within an hour,100%,96%,"['email', 'phone']",Milbertshofen-Am Hart,Entire loft,Entire home/apt,2 baths,"[""Luggage dropoff allowed"", ""Heating"", ""Hot water kettle"", ""Lockbox"", ""Induction stove"", ""Self check-in"", ""Dishes and silverware"", ""Crib"", ""Blender"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""Coffee maker: pour-over coffee"", ""Pack \u2019n play/Travel crib - available upon request"", ""Microwave"", ""EV charger"", ""Iron"", ""Garden view"", ""Free street parking"", ""Room-darkening shades"", ""Free washer \u2013 In building"", ""Standalone high chair - available upon request"", ""Private entrance"", ""Cooking basics"", ""Hot water"", ""Cleaning available during stay"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Coffee"", ""Essentials"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""Shampoo"", ""Books and reading material"", ""Refrigerator"", ""Smoke alarm"", ""42 inch TV with standard cable"", ""Game console"", ""Board games"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster"", ""Bikes""]",$389.00,t,26/09/2021,19/08/2024,f,2665,138715364,3.0,4.0,48.2032,11.58359,4.0,2.0,2.0,4.0,1.0,1125,1.0,1125.0,0,21,29,110,62.0,21.0,0.0,4.95,4.95,4.95,4.98,4.97,4.77,4.84,3.0,3.0,0.0,0.0,1.7
1328,29/07/2012,within an hour,100%,98%,"['email', 'phone']",Tudering-Riem,Private room in condo,Private room,1 private bath,"[""HDTV"", ""Luggage dropoff allowed"", ""Heating"", ""Hot water kettle"", ""Dryer"", ""Dishes and silverware"", ""Blender"", ""Stove"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Lake access"", ""Washer"", ""Iron"", ""Clothing storage: wardrobe"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Barbecue utensils"", ""Private patio or balcony"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Wifi"", ""Mini fridge"", ""Body soap"", ""Toaster""]",$180.00,t,12/07/2021,22/09/2024,f,2666,3089847,1.0,1.0,48.13098,11.69881,2.0,1.0,1.0,1.0,2.0,1125,2.0,1125.0,9,17,39,246,66.0,25.0,2.0,4.98,4.94,4.94,4.95,4.95,4.85,4.83,1.0,0.0,1.0,0.0,1.69
1329,19/08/2013,within a day,50%,25%,"['email', 'phone']",Schwanthalerhöhe,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Dryer"", ""Dishes and silverware"", ""Stove"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""TV"", ""Washer"", ""Freezer"", ""Room-darkening shades"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Conditioner"", ""Essentials"", ""Dishwasher"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Piano"", ""Game console"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$94.00,t,25/07/2021,16/06/2023,f,2673,8255883,1.0,1.0,48.1379,11.5308,2.0,1.0,1.0,1.0,4.0,30,4.0,30.0,4,30,31,115,6.0,0.0,0.0,5.0,5.0,5.0,5.0,4.83,4.83,4.83,1.0,1.0,0.0,0.0,0.16
