,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,first_review,last_review,instant_bookable,Unnamed: 0,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
233,27/06/2013,within an hour,100%,38%,"['email', 'phone']",Berg am Laim,Private room in home,Private room,1 bath,"[""Luggage dropoff allowed"", ""Outdoor furniture"", ""Heating"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""Bed linens"", ""Fire extinguisher"", ""Hangers"", ""Washer"", ""Iron"", ""Indoor fireplace"", ""HDTV with standard cable"", ""Bathtub"", ""Hot water"", ""Hair dryer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Outdoor dining area"", ""Kitchen"", ""Wifi""]",$133.00,t,21/09/2015,20/06/2024,f,349,7155753,1.0,1.0,48.12064,11.62947,3.0,1.0,1.0,1.0,1.0,7,1.0,7.0,21,51,81,356,65.0,2.0,0.0,4.97,4.97,4.85,4.98,5.0,4.98,4.77,1.0,0.0,1.0,0.0,0.59
234,11/10/2013,within an hour,100%,88%,"['email', 'phone']",Sendling-Westpark,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Shared backyard"", ""Free parking on premises"", ""Coffee maker"", ""Single level home"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Stove"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Laundromat nearby"", ""Microwave"", ""Freezer"", ""Free street parking"", ""Room-darkening shades"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Shower gel"", ""Coffee"", ""Conditioner"", ""Essentials"", ""Dishwasher"", ""Free washer"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Dining table"", ""Kitchen"", ""Clothing storage: wardrobe and dresser"", ""Wifi"", ""Body soap""]",$528.00,t,27/09/2014,24/09/2024,f,350,9366334,4.0,8.0,48.12268,11.53476,6.0,1.0,3.0,3.0,4.0,240,4.0,240.0,2,2,2,8,15.0,2.0,1.0,4.67,4.5,4.43,4.93,4.93,4.71,4.21,2.0,2.0,0.0,0.0,0.12
235,30/05/2014,within an hour,100%,99%,"['email', 'phone']",Ramersdorf-Perlach,Private room in townhouse,Private room,1 shared bath,"[""HDTV"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Self check-in"", ""Bed linens"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""Laundromat nearby"", ""Iron"", ""Garden view"", ""Free street parking"", ""Room-darkening shades"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Essentials"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Smoke alarm"", ""Central heating"", ""Smart lock"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Body soap"", ""Clothing storage: dresser""]",$92.00,t,29/09/2016,31/08/2024,t,352,16167156,5.0,21.0,48.10344,11.61982,1.0,1.0,1.0,1.0,2.0,1125,2.0,1125.0,4,14,18,225,352.0,63.0,2.0,4.62,4.82,4.68,4.81,4.8,4.57,4.73,5.0,0.0,5.0,0.0,3.62
236,19/09/2014,within a day,75%,18%,"['email', 'phone']",Maxvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Luggage dropoff allowed"", ""Heating"", ""Coffee maker"", ""Single level home"", ""Dishes and silverware"", ""Stove"", ""Host greets you"", ""Elevator"", ""Bed linens"", ""Hangers"", ""Ethernet connection"", ""Washer"", ""EV charger"", ""Iron"", ""Patio or balcony"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""TV with standard cable"", ""First aid kit"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Kitchen"", ""Wifi""]",$154.00,t,07/12/2014,01/10/2023,f,354,21513269,1.0,1.0,48.14892,11.56437,6.0,1.0,1.0,2.0,2.0,1125,2.0,1125.0,20,50,80,355,20.0,1.0,0.0,4.65,4.65,4.7,5.0,4.95,4.7,4.5,1.0,1.0,0.0,0.0,0.17
237,30/11/2012,within a few hours,100%,84%,"['email', 'phone']",Sendling,Entire rental unit,Entire home/apt,1 bath,"[""Luggage dropoff allowed"", ""Outlet covers"", ""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Single level home"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Dishes and silverware"", ""Stove"", ""Aesop conditioner"", ""Host greets you"", ""Elevator"", ""Bed linens"", ""Cleaning products"", ""Hangers"", ""Ethernet connection"", ""Washer"", ""Iron"", ""Freezer"", ""Aesop body soap"", ""Room-darkening shades"", ""Rice maker"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Clothing storage: closet, wardrobe, and dresser"", ""Shared backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Essentials"", ""Dishwasher"", ""Window guards"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""Shampoo"", ""Books and reading material"", ""Refrigerator"", ""Smoke alarm"", ""Baking sheet"", ""Private patio or balcony"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Toaster""]",$200.00,t,29/09/2014,23/09/2024,f,356,4289796,3.0,4.0,48.11587,11.53925,4.0,1.0,1.0,3.0,1.0,90,1.0,90.0,0,16,36,286,239.0,31.0,2.0,4.82,4.81,4.64,4.9,4.9,4.83,4.71,2.0,2.0,0.0,0.0,1.96
238,23/09/2014,within an hour,100%,92%,"['email', 'phone', 'work_email']",Untergiesing-Harlaching,Entire loft,Entire home/apt,1 bath,"[""Heating"", ""Coffee maker"", ""Lockbox"", ""Siemens electric stove"", ""Self check-in"", ""Dishes and silverware"", ""Bed linens"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Hangers"", ""Iron"", ""Private entrance"", ""Paid parking off premises"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Shared backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""City skyline view"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""24 inch TV with Chromecast, standard cable"", ""Kitchen"", ""Wifi""]",$159.00,t,17/09/2016,03/09/2024,f,360,21681905,2.0,5.0,48.11523,11.5743,2.0,1.0,1.0,1.0,6.0,360,6.1,360.0,8,23,33,193,109.0,13.0,1.0,4.91,4.94,4.97,4.89,4.91,4.93,4.88,1.0,1.0,0.0,0.0,1.12
239,04/09/2014,within a day,100%,85%,"['email', 'phone']",Laim,Private room in rental unit,Private room,1 shared bath,"[""Luggage dropoff allowed"", ""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Dishes and silverware"", ""Blender"", ""Host greets you"", ""Wine glasses"", ""Bed linens"", ""Fire extinguisher"", ""Hangers"", ""Microwave"", ""Iron"", ""Free street parking"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Free washer \u2013 In building"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Electric stove"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""Coffee"", ""Essentials"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Private patio or balcony"", ""Dining table"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$34.00,t,29/06/2015,14/09/2024,f,362,20940766,2.0,9.0,48.14242,11.50171,4.0,1.0,1.0,4.0,2.0,150,2.0,150.0,0,0,0,82,165.0,40.0,3.0,4.7,4.78,4.71,4.95,4.91,4.81,4.7,2.0,1.0,1.0,0.0,1.47
240,04/09/2014,within a day,100%,85%,"['email', 'phone']",Laim,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Hangers"", ""Hot water"", ""Washer"", ""Heating"", ""Hair dryer"", ""Iron"", ""Essentials"", ""Kitchen"", ""Free street parking"", ""Host greets you"", ""Wifi"", ""Shampoo"", ""Refrigerator""]",$716.00,t,01/05/2017,23/09/2024,f,363,20940766,2.0,9.0,48.14012,11.50263,8.0,1.0,3.0,1.5,2.0,16,2.3,16.0,2,2,2,269,17.0,2.0,1.0,4.71,4.76,4.76,5.0,4.94,4.82,4.59,2.0,1.0,1.0,0.0,0.19
241,28/09/2014,within an hour,90%,89%,"['email', 'phone']",Sendling,Private room in rental unit,Private room,1 shared bath,"[""Luggage dropoff allowed"", ""Outdoor furniture"", ""Heating"", ""Coffee maker: espresso machine"", ""Backyard"", ""Host greets you"", ""Portable fans"", ""Bed linens"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Hangers"", ""Laundromat nearby"", ""Bluetooth sound system"", ""Iron"", ""Freezer"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Paid parking off premises"", ""Bathtub"", ""Hot water"", ""Hair dryer"", ""Extra pillows and blankets"", ""First aid kit"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Drying rack for clothing"", ""Refrigerator"", ""Smoke alarm"", ""Outdoor dining area"", ""Wifi""]",$167.00,t,01/06/2015,30/09/2023,f,365,21861794,1.0,1.0,48.11621,11.54054,3.0,1.0,1.0,3.0,2.0,7,2.0,1125.0,23,53,83,83,95.0,1.0,0.0,4.71,4.83,4.62,4.88,4.93,4.78,4.63,1.0,0.0,1.0,0.0,0.84
242,22/05/2014,within a day,60%,54%,"['email', 'phone']",Neuhausen-Nymphenburg,Private room in rental unit,Private room,1 bath,"[""Smoke alarm"", ""Hangers"", ""Hot water"", ""Washer"", ""Iron"", ""Essentials"", ""Kitchen"", ""Wifi"", ""Bed linens""]",$49.00,t,19/09/2023,08/08/2024,f,366,15866105,1.0,3.0,48.1604,11.54111,1.0,1.0,1.0,1.0,5.0,730,5.0,730.0,1,1,1,236,20.0,19.0,0.0,4.75,4.85,4.6,4.9,4.9,4.75,4.85,1.0,0.0,1.0,0.0,1.61
243,02/10/2014,within an hour,100%,68%,"['email', 'phone']",Schwabing-West,Private room in condo,Private room,1.5 shared baths,"[""Heating"", ""Dishes and silverware"", ""Stove"", ""Elevator"", ""Bed linens"", ""Dedicated workspace"", ""Hangers"", ""Washer"", ""Paid dryer \u2013 In building"", ""Microwave"", ""Iron"", ""Room-darkening shades"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Refrigerator"", ""Smoke alarm"", ""Kitchen"", ""Wifi""]",$30.00,t,20/10/2014,13/09/2024,f,369,22044211,1.0,1.0,48.1649,11.56312,1.0,1.5,1.0,1.0,2.0,30,2.0,30.0,2,11,24,157,287.0,43.0,5.0,4.81,4.88,4.91,4.85,4.8,4.78,4.91,1.0,0.0,1.0,0.0,2.37
244,13/08/2014,within a few hours,100%,89%,"['email', 'phone']",Schwabing-Freimann,Entire condo,Entire home/apt,2 baths,"[""Luggage dropoff allowed"", ""Outdoor furniture"", ""Hot water kettle"", ""Stainless steel oven"", ""Dishes and silverware"", ""Blender"", ""Host greets you"", ""DM shampoo"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""Stainless steel electric stove"", ""Laundromat nearby"", ""Iron"", ""Coffee maker: Nespresso"", ""Children's playroom"", ""Freezer"", ""Room-darkening shades"", ""Babysitter recommendations"", ""Bathtub"", ""Cooking basics"", ""DM body soap"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""Children\u2019s dinnerware"", ""Essentials"", ""Wifi"", ""Window guards"", ""Dishwasher"", ""Paid street parking off premises"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Central heating"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""DM conditioner"", ""Private patio or balcony"", ""Board games"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""46 inch HDTV with Amazon Prime Video, Netflix, standard cable"", ""Toaster""]",$280.00,t,08/12/2014,06/09/2024,f,371,19940986,1.0,1.0,48.16806,11.59582,4.0,2.0,2.0,1.5,5.0,1125,5.0,1125.0,0,8,11,68,55.0,6.0,1.0,4.82,4.84,4.75,4.87,4.85,4.91,4.56,1.0,1.0,0.0,0.0,0.46
245,03/09/2012,within an hour,100%,100%,"['email', 'phone']",Au-Haidhausen,Entire rental unit,Entire home/apt,1.5 baths,"[""Shared beach access \u2013 Beachfront"", ""Heating"", ""Hot water kettle"", ""Stainless steel oven"", ""Coffee maker"", ""Dishes and silverware"", ""Blender"", ""Host greets you"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Lake access"", ""Washer"", ""Laundromat nearby"", ""Iron"", ""Organic body soap"", ""Freezer"", ""Stainless steel stove"", ""Room-darkening shades"", ""Waterfront"", ""Patio or balcony"", ""Paid parking off premises"", ""Bathtub"", ""Bang & Olufssen Bluetooth sound system"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""Extra pillows and blankets"", ""Pets allowed"", ""Coffee"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""River view"", ""Barbecue utensils"", ""HDTV with Amazon Prime Video, Apple TV, Netflix, standard cable"", ""Dining table"", ""Kitchen"", ""Organic conditioner"", ""Wifi"", ""Mini fridge"", ""Toaster""]",$493.00,t,30/11/2014,19/08/2024,t,375,3456540,1.0,1.0,48.12689,11.5778,2.0,1.5,1.0,1.0,3.0,20,3.0,1125.0,7,27,57,57,39.0,5.0,0.0,4.97,4.97,4.97,4.97,4.95,4.95,4.74,1.0,1.0,0.0,0.0,0.33
246,22/07/2013,within a day,100%,80%,"['email', 'phone']",Aubing-Lochhausen-Langwied,Entire rental unit,Entire home/apt,1 bath,"[""BBQ grill"", ""Outdoor furniture"", ""Luggage dropoff allowed"", ""Heating"", ""Free parking on premises"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Iron"", ""Indoor fireplace"", ""Room-darkening shades"", ""Private entrance"", ""Bathtub"", ""Hot water"", ""Hair dryer"", ""Pets allowed"", ""First aid kit"", ""Fire pit"", ""Essentials"", ""Refrigerator"", ""Smoke alarm"", ""Outdoor dining area"", ""Kitchen"", ""Wifi""]",$260.00,t,23/09/2015,19/06/2024,f,378,7642237,1.0,1.0,48.18457,11.40567,4.0,1.0,2.0,3.0,3.0,40,3.0,40.0,23,53,83,358,4.0,2.0,0.0,4.8,4.8,3.75,4.9,4.9,4.8,4.6,1.0,1.0,0.0,0.0,0.04
247,11/08/2013,within an hour,100%,100%,"['email', 'phone', 'work_email']",Schwanthalerhöhe,Entire rental unit,Entire home/apt,1.5 baths,"[""Luggage dropoff allowed"", ""Outdoor furniture"", ""Hot water kettle"", ""Single level home"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Crib - available upon request"", ""Caso stainless steel induction stove"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""Hangers"", ""Laundromat nearby"", ""Pack \u2019n play/Travel crib - available upon request"", ""Microwave"", ""Iron"", ""Coffee maker: Nespresso"", ""Freezer"", ""Room-darkening shades"", ""Free washer \u2013 In building"", ""Clothing storage: wardrobe"", ""Private entrance"", ""Shared backyard \u2013 Fully fenced"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""City skyline view"", ""Essentials"", ""Dishwasher"", ""Coffee"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""Shampoo"", ""Books and reading material"", ""Refrigerator"", ""Smoke alarm"", ""Central heating"", ""Fast wifi \u2013 343 Mbps"", ""Carbon monoxide alarm"", ""Dining table"", ""Outdoor dining area"", ""40 inch HDTV with standard cable"", ""Kitchen"", "" Bose sound system with Bluetooth and aux"", ""Mini fridge"", ""Body soap"", ""Toaster""]",$282.00,t,24/09/2015,23/09/2024,f,379,8080738,1.0,1.0,48.13588,11.54166,2.0,1.5,1.0,1.0,6.0,1125,12.7,1114.7,13,34,43,135,161.0,27.0,3.0,4.95,4.99,4.96,5.0,4.99,4.96,4.84,1.0,1.0,0.0,0.0,1.47
248,13/06/2011,within an hour,100%,0%,"['email', 'phone']",Milbertshofen-Am Hart,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Free parking on premises"", ""Coffee maker"", ""Dishes and silverware"", ""Backyard"", ""Stove"", ""Host greets you"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Washer"", ""Iron"", ""Freezer"", ""Free street parking"", ""Room-darkening shades"", ""Patio or balcony"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Private hot tub"", ""Cleaning available during stay"", ""Hair dryer"", ""Clothing storage"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Body soap""]",$72.00,t,24/04/2021,31/03/2022,f,380,696576,1.0,2.0,48.18082,11.56612,2.0,1.0,1.0,1.0,3.0,1125,3.2,1125.0,0,0,0,236,6.0,0.0,0.0,4.83,5.0,4.5,4.67,5.0,4.83,4.83,1.0,1.0,0.0,0.0,0.14
249,20/10/2011,within an hour,100%,100%,['phone'],Sendling-Westpark,Entire rental unit,Entire home/apt,0 baths,"[""Hot water kettle"", ""Coffee maker"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Washer"", ""Microwave"", ""Iron"", ""42 inch HDTV with Chromecast, Netflix, standard cable"", ""Freezer"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Bosch induction stove"", ""Hair dryer"", ""High chair"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Coffee"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Paid parking on premises"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$489.00,t,06/04/2015,23/09/2024,f,381,1315528,9.0,9.0,48.1137,11.53343,5.0,0.0,2.0,4.0,3.0,30,3.0,30.0,12,42,72,72,44.0,8.0,1.0,4.23,4.39,4.34,4.59,4.59,4.59,4.05,2.0,2.0,0.0,0.0,0.38
250,20/10/2011,within an hour,100%,100%,['phone'],Berg am Laim,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""NEFF refrigerator"", ""Stove"", ""Elevator"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Hangers"", ""Laundromat nearby"", ""Microwave"", ""Iron"", ""55 inch HDTV with Amazon Prime Video, Chromecast, Netflix"", ""Freezer"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""Coffee"", ""Essentials"", ""Drying rack for clothing"", ""Central air conditioning"", ""AC - split type ductless system"", ""Smoke alarm"", ""Private patio or balcony"", ""Kitchen"", ""Clothing storage: wardrobe and dresser"", ""Wifi"", ""Exterior security cameras on property"", ""Body soap""]",$441.00,t,24/09/2016,02/09/2024,f,382,1315528,9.0,9.0,48.12853,11.63143,4.0,1.0,2.0,4.0,3.0,1125,2.3,1125.0,18,38,63,191,52.0,14.0,2.0,4.56,4.88,4.6,4.87,4.88,4.85,4.25,2.0,2.0,0.0,0.0,0.53
251,12/12/2011,within a day,60%,0%,"['email', 'phone']",Maxvorstadt,Private room in rental unit,Private room,1 shared bath,"[""Heating"", ""Coffee maker"", ""Dryer"", ""Dishes and silverware"", ""Stove"", ""Host greets you"", ""Hangers"", ""Washer"", ""Iron"", ""Paid parking off premises"", ""Cooking basics"", ""Oven"", ""Hair dryer"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$155.00,t,29/09/2018,24/10/2018,f,383,1498808,1.0,4.0,48.14699,11.57617,2.0,1.0,1.0,2.0,4.0,1125,4.0,1125.0,25,55,85,85,2.0,0.0,0.0,4.0,4.8,4.5,5.0,4.5,5.0,4.0,1.0,0.0,1.0,0.0,0.03
252,04/10/2014,within an hour,100%,98%,"['email', 'phone']",Ludwigsvorstadt-Isarvorstadt,Entire condo,Entire home/apt,1 bath,"[""Outdoor furniture"", ""Paid washer \u2013 In unit"", ""Coffee maker"", ""Clothing storage: walk-in closet"", ""Single level home"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Siemens induction stove"", ""Hangers"", ""Iron"", ""Garden view"", ""Freezer"", ""Rice maker"", ""Room-darkening shades"", ""Shared backyard \u2013 Fully fenced"", ""Paid parking off premises"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Shower gel"", ""Coffee"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Central heating"", ""Paid dryer \u2013 In unit"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$250.00,t,22/04/2022,12/08/2024,f,384,22110879,5.0,10.0,48.12647,11.5717,2.0,1.0,1.0,1.0,1.0,360,24.9,360.0,2,2,2,2,45.0,10.0,0.0,4.87,4.96,4.93,4.78,4.89,4.98,4.8,1.0,1.0,0.0,0.0,1.52
253,02/03/2013,within an hour,100%,88%,"['email', 'phone']",Sendling,Entire condo,Entire home/apt,1.5 baths,"[""Luggage dropoff allowed"", ""Heating"", ""Coffee maker"", ""Dryer"", ""Dishes and silverware"", ""Stove"", ""Host greets you"", ""Elevator"", ""Hangers"", ""Washer"", ""Microwave"", ""Iron"", ""Babysitter recommendations"", ""Paid parking off premises"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Pets allowed"", ""TV with standard cable"", ""First aid kit"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Smoking allowed"", ""Smoke alarm"", ""Game console"", ""Gym"", ""Kitchen"", ""Wifi""]","$1,300.00",t,21/09/2015,19/06/2024,f,385,5285387,1.0,3.0,48.12247,11.54697,6.0,1.5,3.0,3.0,1.0,1125,1.0,1125.0,26,56,86,361,41.0,2.0,0.0,4.9,4.85,4.9,4.93,4.95,4.95,4.54,1.0,1.0,0.0,0.0,0.37
254,27/08/2014,within a day,50%,10%,"['email', 'phone']",Neuhausen-Nymphenburg,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Hangers"", ""Carbon monoxide alarm"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dryer"", ""Iron"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Wifi"", ""Shampoo""]",$300.00,t,23/03/2015,01/11/2015,f,387,20601541,2.0,4.0,48.16204,11.53735,2.0,1.0,1.0,1.0,1.0,1125,1.0,1125.0,17,17,17,211,31.0,0.0,0.0,4.84,4.87,4.83,4.67,4.9,4.4,4.83,2.0,2.0,0.0,0.0,0.27
255,29/11/2014,within a few hours,100%,99%,"['email', 'phone']",Sendling-Westpark,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Hot water"", ""Heating"", ""Hair dryer"", ""High chair"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Room-darkening shades"", ""Wifi"", ""Free street parking"", ""Bed linens""]",$189.00,t,08/11/2018,01/09/2024,f,388,24297004,1.0,1.0,48.10766,11.52705,3.0,1.0,1.0,1.0,2.0,28,2.0,28.0,4,9,23,57,82.0,38.0,1.0,4.84,4.87,4.82,4.9,4.91,4.65,4.66,1.0,1.0,0.0,0.0,1.14
256,27/01/2012,within an hour,100%,100%,"['email', 'phone']",Schwanthalerhöhe,Entire rental unit,Entire home/apt,1 bath,"[""Luggage dropoff allowed"", ""Hot water kettle"", ""Clothing storage: walk-in closet"", ""Single level home"", ""Dishes and silverware"", ""Adidas body soap"", ""Stove"", ""Host greets you"", ""Wine glasses"", ""Bed linens"", ""Hangers"", ""Laundromat nearby"", ""Microwave"", ""Iron"", ""Coffee maker: Nespresso"", ""Room-darkening shades"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""First aid kit"", ""Coffee"", ""Essentials"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Central heating"", ""Paid parking garage off premises"", ""Dining table"", ""Ceiling fan"", ""Kitchen"", ""Wifi"", ""Toaster"", ""Bikes""]",$270.00,t,23/09/2015,22/09/2024,t,390,1661471,1.0,1.0,48.1345,11.54267,4.0,1.0,2.0,3.0,2.0,5,2.0,1125.0,2,2,2,85,34.0,4.0,1.0,4.97,4.94,4.94,4.94,5.0,4.97,4.79,1.0,1.0,0.0,0.0,0.31
